Date,Open,High,Low,Close,Volume,Adj Close
2016-12-02,744.590027,754.00,743.099976,750.50,1448700,750.50
2016-12-01,757.440002,759.849976,737.025024,747.919983,2996900,747.919983
2016-11-30,770.070007,772.98999,754.830017,758.039978,2365800,758.039978
2016-11-29,771.530029,778.50,768.23999,770.840027,1604500,770.840027
2016-11-28,760.00,779.530029,759.799988,768.23999,2172200,768.23999
2016-11-25,764.26001,765.00,760.52002,761.679993,586000,761.679993
2016-11-23,767.72998,768.28302,755.25,760.98999,1477400,760.98999
2016-11-22,772.630005,776.960022,767.00,768.27002,1591800,768.27002
2016-11-21,762.609985,769.700012,760.599976,769.200012,1323000,769.200012
2016-11-18,771.369995,775.00,760.00,760.539978,1526200,760.539978
2016-11-17,766.919983,772.700012,764.22998,771.22998,1287000,771.22998
2016-11-16,755.200012,766.359985,750.51001,764.47998,1465200,764.47998
2016-11-15,746.969971,764.416016,746.969971,758.48999,2341200,758.48999
2016-11-14,755.599976,757.849976,727.539978,736.080017,3631700,736.080017
2016-11-11,756.539978,760.780029,750.380005,754.02002,2394000,754.02002
2016-11-10,791.169983,791.169983,752.179993,762.559998,4740100,762.559998
2016-11-09,779.940002,791.22699,771.669983,785.309998,2602700,785.309998
2016-11-08,783.400024,795.632996,780.190002,790.51001,1350800,790.51001
2016-11-07,774.50,785.190002,772.549988,782.52002,1585100,782.52002
2016-11-04,750.659973,770.359985,750.560974,762.02002,2134800,762.02002
2016-11-03,767.25,769.950012,759.030029,762.130005,1943200,762.130005
2016-11-02,778.200012,781.650024,763.450012,768.700012,1872400,768.700012
2016-11-01,782.890015,789.48999,775.539978,783.609985,2406400,783.609985
2016-10-31,795.469971,796.859985,784.00,784.539978,2427300,784.539978
2016-10-28,808.349976,815.48999,793.590027,795.369995,4269900,795.369995
2016-10-27,801.00,803.48999,791.50,795.349976,2749200,795.349976
2016-10-26,806.340027,806.97998,796.320007,799.070007,1647700,799.070007
2016-10-25,816.679993,816.679993,805.140015,807.669983,1576400,807.669983
2016-10-24,804.900024,815.179993,804.820007,813.109985,1697500,813.109985
2016-10-21,795.00,799.50,794.00,799.369995,1266200,799.369995
2016-10-20,803.299988,803.969971,796.030029,796.969971,1757500,796.969971
2016-10-19,798.23999,804.599976,798.030029,801.50,1766800,801.50
2016-10-18,787.849976,801.609985,785.565002,795.26001,2056900,795.26001
2016-10-17,779.799988,785.849976,777.50,779.960022,1093000,779.960022
2016-10-14,781.650024,783.950012,776.00,778.530029,852500,778.530029
2016-10-13,781.219971,781.219971,773.00,778.190002,1365300,778.190002
2016-10-12,783.76001,788.130005,782.059998,786.140015,937400,786.140015
2016-10-11,786.659973,792.280029,780.580017,783.070007,1372500,783.070007
2016-10-10,777.710022,789.380005,775.869995,785.940002,1174900,785.940002
2016-10-07,779.659973,779.659973,770.75,775.080017,933200,775.080017
2016-10-06,779.00,780.47998,775.539978,776.859985,1070700,776.859985
2016-10-05,779.309998,782.070007,775.650024,776.469971,1461200,776.469971
2016-10-04,776.030029,778.710022,772.890015,776.429993,1201400,776.429993
2016-10-03,774.25,776.065002,769.50,772.559998,1278800,772.559998
2016-09-30,776.330017,780.940002,774.090027,777.289978,1585300,777.289978
2016-09-29,781.440002,785.799988,774.231995,775.01001,1314700,775.01001
2016-09-28,777.849976,781.809998,774.969971,781.559998,1109800,781.559998
2016-09-27,775.50,785.98999,774.307983,783.01001,1153200,783.01001
2016-09-26,782.73999,782.73999,773.070007,774.210022,1533200,774.210022
2016-09-23,786.590027,788.929993,784.150024,786.900024,1411900,786.900024
2016-09-22,780.00,789.849976,778.440002,787.210022,1486200,787.210022
2016-09-21,772.659973,777.159973,768.301025,776.219971,1167800,776.219971
2016-09-20,769.00,773.330017,768.530029,771.409973,978600,771.409973
2016-09-19,772.419983,774.00,764.440979,765.700012,1172800,765.700012
2016-09-16,769.75,769.75,764.659973,768.880005,2049300,768.880005
2016-09-15,762.890015,773.799988,759.960022,771.76001,1305100,771.76001
2016-09-14,759.609985,767.679993,759.109985,762.48999,1087400,762.48999
2016-09-13,764.47998,766.219971,755.799988,759.690002,1395000,759.690002
2016-09-12,755.130005,770.289978,754.00,769.02002,1311000,769.02002
2016-09-09,770.099976,773.244995,759.659973,759.659973,1885500,759.659973
2016-09-08,778.590027,780.349976,773.580017,775.320007,1270300,775.320007
2016-09-07,780.00,782.72998,776.200012,780.349976,893700,780.349976
2016-09-06,773.450012,782.00,771.00,780.080017,1442800,780.080017
2016-09-02,773.01001,773.919983,768.409973,771.460022,1072700,771.460022
2016-09-01,769.25,771.02002,764.299988,768.780029,925100,768.780029
2016-08-31,767.01001,769.090027,765.380005,767.049988,1248600,767.049988
2016-08-30,769.330017,774.466003,766.840027,769.090027,1130000,769.090027
2016-08-29,768.73999,774.98999,766.61499,772.150024,847600,772.150024
2016-08-26,769.00,776.080017,765.849976,769.539978,1166700,769.539978
2016-08-25,767.00,771.890015,763.184998,769.409973,926900,769.409973
2016-08-24,770.580017,774.50,767.070007,769.640015,1072000,769.640015
2016-08-23,775.47998,776.440002,771.784973,772.080017,928200,772.080017
2016-08-22,773.27002,774.539978,770.049988,772.150024,951400,772.150024
2016-08-19,775.00,777.099976,773.130005,775.419983,861500,775.419983
2016-08-18,780.01001,782.859985,777.00,777.50,719400,777.50
2016-08-17,777.320007,780.809998,773.530029,779.909973,924200,779.909973
2016-08-16,780.299988,780.97998,773.44397,777.140015,1028000,777.140015
